,Feasible Hard,Reachable Hard,Average Hard,Hull Shift Hard,Feasible Uniform,Reachable Uniform,Average Uniform,Hull Shift Uniform,Feasible Kumaraswamy,Reachable Kumaraswamy,Average Kumaraswamy,Hull Shift Kumaraswamy,FSPs
0,0.9803921568627451,0.981651376146789,0.981021766504767,0.002645774286979435,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[36  6  0],Loads:[36 28],DP:0.1, Tot: 1.9950866709388453, min: 0.13961637927"
1,1.0,0.9911242603550295,0.9955621301775148,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[49 44 37 59 42],Loads:[],DP:0.035, Tot: 0.70242321318, min: 0.06012903228"
2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[33],Loads:[ 2 19 30  5],DP:0.075, Tot: 1.4916268347291048, min: 0.108109375"
3,0.9937106918238994,0.9857651245551602,0.9897379081895298,0.0024513762394924557,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[26 53 50],Loads:[22 18],DP:0.069, Tot: 1.6694775438479237, min: 0.068796875"
4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[47 15 51],Loads:[20 57],DP:0.088, Tot: 1.7619397568164246, min: 0.09307758618"
5,1.0,0.9957264957264957,0.9978632478632479,0.001959514420514331,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[37],Loads:[41 46 55 33],DP:0.118, Tot: 2.3500772081658474, min: 0.23269396545"
6,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[ 9 21 46  3],Loads:[51],DP:0.052, Tot: 1.038929659508501, min: 0.09307758618"
7,1.0,1.0,1.0,7.762461656022699e-05,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[24 16 51],Loads:[35 13],DP:0.083, Tot: 1.6663830024930244, min: 0.11782669792"
8,1.0,1.0,1.0,2.7734425721581976e-06,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[],Loads:[16 21 28 17 50],DP:0.176, Tot: 3.5129312890512923, min: 0.4"
9,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[46],Loads:[ 0 26 45 59],DP:0.093, Tot: 2.691684293149449, min: 0.09307758618"
10,0.9897435897435898,0.9686274509803922,0.979185520361991,0.006187692871490449,1.0,1.0,1.0,0.0003282248319094606,1.0,1.0,1.0,2.515306230836242e-05,"0: DGs:[],Loads:[32  6  0 38 45],DP:0.139, Tot: 2.7790655060645495, min: 0.25"
11,0.9735449735449735,0.9728682170542635,0.9732065952996185,0.0055441928698855975,0.9891304347826086,0.9926470588235294,0.990888746803069,0.0009522601578532512,0.9538461538461539,0.9622641509433962,0.9580551523947751,0.0008871561210838597,"0: DGs:[],Loads:[47 26  7 12 27],DP:0.125, Tot: 2.5023620141187286, min: 0.25"
12,0.9354838709677419,0.932,0.933741935483871,0.021180074943320287,0.9680851063829787,0.9705882352941176,0.9693366708385482,0.004443717029940618,0.9365079365079365,0.9238095238095239,0.9301587301587302,0.0012852477836720587,"0: DGs:[],Loads:[43 44 58 10  6],DP:0.131, Tot: 2.6226678801821293, min: 0.25"
13,0.9657534246575342,0.9720930232558139,0.9689232239566741,0.007089931544146257,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[37 44 43],Loads:[37 29],DP:0.07, Tot: 1.4025053706121027, min: 0.1551293103"
14,0.9917355371900827,0.9946808510638298,0.9932081941269562,0.0013210035416069451,0.9879518072289156,1.0,0.9939759036144578,0.0002951910312955658,1.0,1.0,1.0,0.0,"0: DGs:[37 38],Loads:[ 7  2 37],DP:0.086, Tot: 1.7285995245657046, min: 0.23269396545"
15,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[13 41  8 44 35],Loads:[],DP:0.034, Tot: 0.6764030170800001, min: 0.049140625"
16,1.0,1.0,1.0,0.0006462391575835827,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[2 1],Loads:[ 9 30 45],DP:0.077, Tot: 1.5361676018857044, min: 0.11782669792"
17,0.9895833333333334,0.9919137466307277,0.9907485399820306,0.002769962427105758,1.0,1.0,1.0,2.2596548402266776e-05,1.0,1.0,1.0,0.0,"0: DGs:[42],Loads:[ 2 48 32 60],DP:0.069, Tot: 1.9335377989827065, min: 0.068796875"
18,1.0,0.9824046920821115,0.9912023460410557,2.5009615889135563e-05,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[32 50 56 27 41],Loads:[],DP:0.024, Tot: 0.47453990362, min: 0.068796875"
19,0.9788732394366197,0.9765258215962441,0.977699530516432,0.00438731487907041,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[8],Loads:[ 4  8 51 16],DP:0.104, Tot: 2.0733737162200265, min: 0.23269396545"
